'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:16:37.768 09/02/1989]',0.136,108.098,-0.005,0.114
'[23:16:37.772 09/02/1989]',0.078,107.180,-0.009,0.119
'[23:16:37.776 09/02/1989]',0.112,105.344,-0.008,0.114
'[23:16:37.780 09/02/1989]',0.112,105.115,-0.013,0.121
'[23:16:37.784 09/02/1989]',0.146,104.656,-0.013,0.121
'[23:16:37.788 09/02/1989]',0.152,104.656,-0.014,0.114
'[23:16:37.792 09/02/1989]',0.114,104.656,-0.017,0.114
'[23:16:37.796 09/02/1989]',0.110,104.656,-0.016,0.126
'[23:16:37.800 09/02/1989]',0.102,105.574,-0.020,0.112
'[23:16:37.804 09/02/1989]',0.096,106.492,-0.021,0.107
'[23:16:37.808 09/02/1989]',0.094,105.574,-0.022,0.116
'[23:16:37.812 09/02/1989]',0.120,106.951,-0.022,0.114
'[23:16:37.816 09/02/1989]',0.088,107.410,-0.024,0.119
'[23:16:37.820 09/02/1989]',0.104,108.328,-0.028,0.116
'[23:16:37.824 09/02/1989]',0.100,108.787,-0.024,0.116
'[23:16:37.828 09/02/1989]',0.134,108.787,-0.027,0.121
'[23:16:37.832 09/02/1989]',0.100,110.164,-0.023,0.124
'[23:16:37.836 09/02/1989]',0.146,110.394,-0.026,0.116
'[23:16:37.840 09/02/1989]',0.116,111.082,-0.024,0.116
'[23:16:37.844 09/02/1989]',0.076,112.230,-0.021,0.121
'[23:16:37.848 09/02/1989]',0.092,112.000,-0.020,0.124
'[23:16:37.852 09/02/1989]',0.098,112.689,-0.018,0.114
'[23:16:37.856 09/02/1989]',0.090,112.689,-0.017,0.131
'[23:16:37.860 09/02/1989]',0.096,113.148,-0.015,0.121
'[23:16:37.864 09/02/1989]',0.076,112.918,-0.012,0.124
'[23:16:37.868 09/02/1989]',0.030,113.836,-0.010,0.121
'[23:16:37.872 09/02/1989]',0.072,113.607,-0.007,0.114
'[23:16:37.876 09/02/1989]',0.036,113.607,-0.007,0.119
'[23:16:37.880 09/02/1989]',0.080,113.607,-0.007,0.116
'[23:16:37.884 09/02/1989]',0.072,114.295,-0.005,0.109
'[23:16:37.888 09/02/1989]',0.056,113.836,-0.002,0.116
'[23:16:37.892 09/02/1989]',0.066,113.377,-0.003,0.116
'[23:16:37.896 09/02/1989]',0.088,112.459,0.002,0.119
'[23:16:37.900 09/02/1989]',0.088,112.918,0.004,0.119
'[23:16:37.904 09/02/1989]',0.120,112.459,0.005,0.114
'[23:16:37.908 09/02/1989]',0.076,111.312,0.003,0.114
'[23:16:37.912 09/02/1989]',0.072,111.312,0.003,0.121
'[23:16:37.916 09/02/1989]',0.048,111.541,0.001,0.116
'[23:16:37.920 09/02/1989]',0.056,110.623,0.001,0.114
'[23:16:37.924 09/02/1989]',0.044,110.164,0.001,0.119
'[23:16:37.928 09/02/1989]',0.096,109.705,0.003,0.126
'[23:16:37.932 09/02/1989]',0.056,109.016,0.003,0.116
'[23:16:37.936 09/02/1989]',0.096,109.246,0.002,0.109
'[23:16:37.940 09/02/1989]',0.092,108.098,0.005,0.119
'[23:16:37.944 09/02/1989]',0.118,108.098,0.005,0.114
'[23:16:37.948 09/02/1989]',0.088,106.951,0.004,0.119
'[23:16:37.952 09/02/1989]',0.068,106.492,0.003,0.121
'[23:16:37.956 09/02/1989]',0.124,105.803,0.003,0.124
'[23:16:37.960 09/02/1989]',0.136,105.803,0.002,0.124
'[23:16:37.964 09/02/1989]',0.146,104.656,0.001,0.124
'[23:16:37.968 09/02/1989]',0.132,104.885,0.004,0.116
'[23:16:37.972 09/02/1989]',0.174,104.656,0.001,0.114
'[23:16:37.976 09/02/1989]',0.144,103.967,0.000,0.121
'[23:16:37.980 09/02/1989]',0.166,103.508,-0.002,0.121
'[23:16:37.984 09/02/1989]',0.174,103.738,-0.000,0.121
'[23:16:37.988 09/02/1989]',0.184,102.820,-0.001,0.124
'[23:16:37.992 09/02/1989]',0.208,102.590,-0.001,0.116
'[23:16:37.996 09/02/1989]',0.240,102.590,-0.003,0.112
'[23:16:38.000 09/02/1989]',0.234,101.672,-0.002,0.114
'[23:16:38.004 09/02/1989]',0.254,101.902,-0.005,0.114
'[23:16:38.008 09/02/1989]',0.200,101.672,-0.006,0.114
'[23:16:38.012 09/02/1989]',0.174,100.984,-0.007,0.114
'[23:16:38.016 09/02/1989]',0.172,100.295,-0.004,0.124
'[23:16:38.020 09/02/1989]',0.152,99.377,-0.007,0.126
'[23:16:38.024 09/02/1989]',0.098,99.148,-0.005,0.119
'[23:16:38.028 09/02/1989]',0.076,99.607,-0.004,0.124
'[23:16:38.032 09/02/1989]',0.078,99.377,-0.005,0.112
'[23:16:38.036 09/02/1989]',0.032,98.689,-0.006,0.114
'[23:16:38.040 09/02/1989]',0.018,98.689,-0.006,0.112
'[23:16:38.044 09/02/1989]',0.010,99.148,-0.008,0.109
'[23:16:38.048 09/02/1989]',0.034,98.230,-0.009,0.116
'[23:16:38.052 09/02/1989]',-0.000,98.230,-0.010,0.114
'[23:16:38.056 09/02/1989]',0.036,97.771,-0.007,0.114
'[23:16:38.060 09/02/1989]',-0.004,97.312,-0.009,0.114
'[23:16:38.064 09/02/1989]',0.038,96.853,-0.009,0.114
'[23:16:38.068 09/02/1989]',-0.008,96.623,-0.008,0.116
'[23:16:38.072 09/02/1989]',-0.018,97.312,-0.009,0.116
'[23:16:38.076 09/02/1989]',0.008,96.623,-0.004,0.124
'[23:16:38.080 09/02/1989]',-0.024,95.705,-0.006,0.119
'[23:16:38.084 09/02/1989]',0.008,95.705,-0.003,0.114
'[23:16:38.088 09/02/1989]',0.008,96.164,-0.003,0.116
'[23:16:38.092 09/02/1989]',-0.018,95.705,-0.001,0.114
'[23:16:38.096 09/02/1989]',0.008,95.246,-0.001,0.114
'[23:16:38.100 09/02/1989]',0.016,95.705,0.001,0.112
'[23:16:38.104 09/02/1989]',0.024,94.787,0.000,0.114
'[23:16:38.108 09/02/1989]',0.004,95.016,0.001,0.112
'[23:16:38.112 09/02/1989]',0.048,95.016,0.001,0.116
'[23:16:38.116 09/02/1989]',-0.024,94.787,0.001,0.116
'[23:16:38.120 09/02/1989]',-0.002,95.016,-0.000,0.114
'[23:16:38.124 09/02/1989]',-0.058,93.869,0.002,0.114
'[23:16:38.128 09/02/1989]',-0.072,94.557,0.002,0.107
'[23:16:38.132 09/02/1989]',-0.072,94.557,0.003,0.112
'[23:16:38.136 09/02/1989]',0.018,94.328,0.003,0.116
'[23:16:38.140 09/02/1989]',0.352,93.639,0.005,0.119
'[23:16:38.144 09/02/1989]',0.744,94.098,0.005,0.114
'[23:16:38.148 09/02/1989]',1.140,93.869,0.004,0.109
'[23:16:38.152 09/02/1989]',1.402,93.639,0.004,0.112
'[23:16:38.156 09/02/1989]',1.524,93.639,0.009,0.114
'[23:16:38.160 09/02/1989]',1.174,93.869,0.007,0.116
'[23:16:38.164 09/02/1989]',0.778,93.639,0.012,0.121
'[23:16:38.168 09/02/1989]',0.352,93.639,0.008,0.114
'[23:16:38.172 09/02/1989]',-0.088,93.410,0.007,0.114
'[23:16:38.176 09/02/1989]',-0.392,92.262,0.007,0.121
'[23:16:38.180 09/02/1989]',-0.632,92.721,0.003,0.114
'[23:16:38.184 09/02/1989]',-0.734,92.951,0.002,0.114
'[23:16:38.188 09/02/1989]',-0.768,92.721,0.002,0.114
'[23:16:38.192 09/02/1989]',-0.692,92.721,0.000,0.116
'[23:16:38.196 09/02/1989]',-0.584,92.721,0.002,0.114
'[23:16:38.200 09/02/1989]',-0.468,92.492,-0.000,0.112
'[23:16:38.204 09/02/1989]',-0.358,92.262,-0.003,0.114
'[23:16:38.208 09/02/1989]',-0.224,91.574,-0.000,0.119
'[23:16:38.212 09/02/1989]',-0.096,91.115,-0.000,0.121
'[23:16:38.216 09/02/1989]',-0.034,91.574,0.002,0.119
'[23:16:38.220 09/02/1989]',-0.022,91.115,0.001,0.116
'[23:16:38.224 09/02/1989]',-0.038,90.885,0.001,0.126
'[23:16:38.228 09/02/1989]',-0.058,91.115,-0.000,0.121
'[23:16:38.232 09/02/1989]',-0.032,90.426,-0.000,0.121
'[23:16:38.236 09/02/1989]',-0.024,89.967,0.002,0.128
'[23:16:38.240 09/02/1989]',0.012,89.738,0.003,0.128
'[23:16:38.244 09/02/1989]',0.016,89.967,0.004,0.114
'[23:16:38.248 09/02/1989]',0.018,89.967,0.003,0.126
'[23:16:38.252 09/02/1989]',0.028,89.049,0.001,0.121
'[23:16:38.256 09/02/1989]',0.050,89.279,0.002,0.124
'[23:16:38.260 09/02/1989]',0.044,89.049,-0.000,0.124
'[23:16:38.264 09/02/1989]',0.056,88.361,-0.000,0.126
'[23:16:38.268 09/02/1989]',0.032,88.361,-0.001,0.124
'[23:16:38.272 09/02/1989]',0.024,88.361,-0.000,0.128
'[23:16:38.276 09/02/1989]',0.024,87.902,-0.001,0.124
'[23:16:38.280 09/02/1989]',0.014,88.131,-0.005,0.124
'[23:16:38.284 09/02/1989]',0.024,87.672,-0.005,0.124
'[23:16:38.288 09/02/1989]',0.032,87.213,-0.007,0.126
'[23:16:38.292 09/02/1989]',0.042,86.754,-0.007,0.124
'[23:16:38.296 09/02/1989]',0.066,86.295,-0.008,0.128
'[23:16:38.300 09/02/1989]',0.062,86.984,-0.010,0.124
'[23:16:38.304 09/02/1989]',0.060,86.984,-0.010,0.124
'[23:16:38.308 09/02/1989]',0.048,86.295,-0.012,0.121
'[23:16:38.312 09/02/1989]',0.056,86.066,-0.013,0.124
'[23:16:38.316 09/02/1989]',0.052,86.295,-0.014,0.119
'[23:16:38.320 09/02/1989]',0.048,86.295,-0.015,0.124
'[23:16:38.324 09/02/1989]',0.050,86.295,-0.014,0.124
'[23:16:38.328 09/02/1989]',0.064,86.525,-0.012,0.121
'[23:16:38.332 09/02/1989]',0.064,87.213,-0.009,0.124
'[23:16:38.336 09/02/1989]',0.068,87.902,-0.008,0.124
'[23:16:38.340 09/02/1989]',0.086,88.131,-0.002,0.124
'[23:16:38.344 09/02/1989]',0.084,89.738,-0.002,0.121
'[23:16:38.348 09/02/1989]',0.088,90.885,0.005,0.126
'[23:16:38.352 09/02/1989]',0.088,92.951,0.009,0.124
'[23:16:38.356 09/02/1989]',0.100,95.016,0.012,0.126
'[23:16:38.360 09/02/1989]',0.092,98.230,0.013,0.133
'[23:16:38.364 09/02/1989]',0.104,101.902,0.015,0.131
'[23:16:38.368 09/02/1989]',0.096,105.803,0.015,0.121
'[23:16:38.372 09/02/1989]',0.120,110.394,0.017,0.128
'[23:16:38.376 09/02/1989]',0.110,114.525,0.020,0.124
'[23:16:38.380 09/02/1989]',0.112,118.426,0.018,0.124
'[23:16:38.384 09/02/1989]',0.112,123.016,0.019,0.124
'[23:16:38.388 09/02/1989]',0.114,128.525,0.018,0.114
'[23:16:38.392 09/02/1989]',0.114,133.115,0.016,0.119
'[23:16:38.396 09/02/1989]',0.122,136.787,0.013,0.119
'[23:16:38.400 09/02/1989]',0.128,141.148,0.011,0.121
'[23:16:38.404 09/02/1989]',0.132,144.820,0.011,0.126
'[23:16:38.408 09/02/1989]',0.120,148.721,0.007,0.124
'[23:16:38.412 09/02/1989]',0.138,152.394,0.007,0.124
'[23:16:38.416 09/02/1989]',0.130,155.148,0.007,0.121
'[23:16:38.420 09/02/1989]',0.122,157.213,0.007,0.119
'[23:16:38.424 09/02/1989]',0.120,159.738,0.009,0.119
'[23:16:38.428 09/02/1989]',0.118,161.574,0.010,0.114
'[23:16:38.432 09/02/1989]',0.114,162.492,0.011,0.116
'[23:16:38.436 09/02/1989]',0.116,162.721,0.006,0.116
'[23:16:38.440 09/02/1989]',0.114,163.180,0.005,0.121
'[23:16:38.444 09/02/1989]',0.128,163.869,0.004,0.116
'[23:16:38.448 09/02/1989]',0.120,163.410,0.006,0.114
'[23:16:38.452 09/02/1989]',0.130,162.721,0.005,0.116
'[23:16:38.456 09/02/1989]',0.134,161.574,0.006,0.119
'[23:16:38.460 09/02/1989]',0.146,160.656,0.007,0.116
'[23:16:38.464 09/02/1989]',0.140,158.820,0.007,0.114
'[23:16:38.468 09/02/1989]',0.138,157.902,0.010,0.114
'[23:16:38.472 09/02/1989]',0.136,156.525,0.011,0.112
'[23:16:38.476 09/02/1989]',0.114,154.918,0.011,0.114
'[23:16:38.480 09/02/1989]',0.112,153.312,0.013,0.112
'[23:16:38.484 09/02/1989]',0.104,152.394,0.014,0.109
'[23:16:38.488 09/02/1989]',0.096,150.557,0.014,0.112
'[23:16:38.492 09/02/1989]',0.088,149.869,0.015,0.116
'[23:16:38.496 09/02/1989]',0.084,147.574,0.014,0.114
'[23:16:38.500 09/02/1989]',0.076,146.426,0.015,0.109
'[23:16:38.504 09/02/1989]',0.070,145.049,0.013,0.112
'[23:16:38.508 09/02/1989]',0.046,143.902,0.013,0.124
'[23:16:38.512 09/02/1989]',0.034,142.525,0.011,0.121
'[23:16:38.516 09/02/1989]',0.036,141.607,0.012,0.116
'[23:16:38.520 09/02/1989]',0.028,141.148,0.009,0.114
'[23:16:38.524 09/02/1989]',0.028,140.000,0.007,0.105
'[23:16:38.528 09/02/1989]',0.040,139.082,0.005,0.090
'[23:16:38.532 09/02/1989]',0.040,138.853,0.004,0.078
'[23:16:38.536 09/02/1989]',0.034,137.475,0.003,0.062
'[23:16:38.540 09/02/1989]',0.038,136.787,0.004,0.052
'[23:16:38.544 09/02/1989]',0.032,135.869,0.004,0.038
'[23:16:38.548 09/02/1989]',0.032,134.951,0.005,0.021
'[23:16:38.552 09/02/1989]',0.024,134.262,0.001,0.007
'[23:16:38.556 09/02/1989]',0.032,133.115,-0.000,-0.010
'[23:16:38.560 09/02/1989]',0.032,132.197,-0.004,-0.021
'[23:16:38.564 09/02/1989]',0.032,130.590,-0.005,-0.033
'[23:16:38.568 09/02/1989]',0.032,129.443,-0.005,-0.052
'[23:16:38.572 09/02/1989]',0.054,128.066,-0.007,-0.062
'[23:16:38.576 09/02/1989]',0.040,126.459,-0.009,-0.078
'[23:16:38.580 09/02/1989]',0.056,124.394,-0.009,-0.093
'[23:16:38.584 09/02/1989]',0.056,123.475,-0.009,-0.112
'[23:16:38.588 09/02/1989]',0.064,120.951,-0.005,-0.124
'[23:16:38.592 09/02/1989]',0.054,119.344,-0.004,-0.143
'[23:16:38.596 09/02/1989]',0.070,117.508,-0.001,-0.162
'[23:16:38.600 09/02/1989]',0.062,116.131,0.002,-0.181
'[23:16:38.604 09/02/1989]',0.064,114.984,0.001,-0.195
'[23:16:38.608 09/02/1989]',0.064,112.230,0.003,-0.200
'[23:16:38.612 09/02/1989]',0.082,111.312,0.005,-0.216
'[23:16:38.616 09/02/1989]',0.092,110.164,0.006,-0.226
'[23:16:38.620 09/02/1989]',0.090,109.246,0.004,-0.238
'[23:16:38.624 09/02/1989]',0.092,108.328,0.008,-0.247
'[23:16:38.628 09/02/1989]',0.102,107.410,0.008,-0.257
'[23:16:38.632 09/02/1989]',0.096,107.410,0.011,-0.266
'[23:16:38.636 09/02/1989]',0.096,107.410,0.009,-0.285
'[23:16:38.640 09/02/1989]',0.094,107.410,0.012,-0.290
'[23:16:38.644 09/02/1989]',0.102,107.639,0.013,-0.295
'[23:16:38.648 09/02/1989]',0.088,108.098,0.013,-0.304
'[23:16:38.652 09/02/1989]',0.072,109.705,0.009,-0.328
'[23:16:38.656 09/02/1989]',0.082,109.705,0.010,-0.328
'[23:16:38.660 09/02/1989]',0.080,110.164,0.008,-0.337
'[23:16:38.664 09/02/1989]',0.076,110.623,0.006,-0.333
'[23:16:38.668 09/02/1989]',0.074,111.541,0.003,-0.347
'[23:16:38.672 09/02/1989]',0.080,112.689,0.002,-0.344
'[23:16:38.676 09/02/1989]',0.074,113.377,-0.000,-0.361
'[23:16:38.680 09/02/1989]',0.086,113.607,-0.002,-0.354
'[23:16:38.684 09/02/1989]',0.072,114.525,-0.004,-0.366
'[23:16:38.688 09/02/1989]',0.084,115.672,-0.005,-0.368
'[23:16:38.692 09/02/1989]',0.064,115.902,-0.006,-0.375
'[23:16:38.696 09/02/1989]',0.060,115.672,-0.006,-0.368
'[23:16:38.700 09/02/1989]',0.064,117.049,-0.005,-0.392
'[23:16:38.704 09/02/1989]',0.072,117.279,-0.005,-0.382
'[23:16:38.708 09/02/1989]',0.052,117.738,-0.002,-0.387
'[23:16:38.712 09/02/1989]',0.066,118.426,-0.000,-0.392
'[23:16:38.716 09/02/1989]',0.054,118.656,0.002,-0.399
'[23:16:38.720 09/02/1989]',0.054,119.574,0.000,-0.399
'[23:16:38.724 09/02/1989]',0.050,118.426,0.000,-0.401
'[23:16:38.728 09/02/1989]',0.064,119.344,0.002,-0.399
'[23:16:38.732 09/02/1989]',0.054,118.197,0.005,-0.399
'[23:16:38.736 09/02/1989]',0.054,118.197,0.005,-0.404
'[23:16:38.740 09/02/1989]',0.054,118.426,0.006,-0.399
'[23:16:38.744 09/02/1989]',0.064,117.508,0.007,-0.399
'[23:16:38.748 09/02/1989]',0.054,117.508,0.007,-0.397
'[23:16:38.752 09/02/1989]',0.050,116.590,0.008,-0.397
'[23:16:38.756 09/02/1989]',0.064,116.590,0.009,-0.404
'[23:16:38.760 09/02/1989]',0.064,115.672,0.009,-0.399
'[23:16:38.764 09/02/1989]',0.060,114.984,0.008,-0.401
'[23:16:38.768 09/02/1989]',0.056,114.984,0.008,-0.409
'[23:16:38.772 09/02/1989]',0.058,114.525,0.005,-0.399
'[23:16:38.776 09/02/1989]',0.056,113.377,0.003,-0.399
'[23:16:38.780 09/02/1989]',0.064,113.377,0.002,-0.406
'[23:16:38.784 09/02/1989]',0.064,113.377,0.002,-0.401
'[23:16:38.788 09/02/1989]',0.078,112.689,0.002,-0.409
'[23:16:38.792 09/02/1989]',0.074,111.541,0.001,-0.409
'[23:16:38.796 09/02/1989]',0.080,111.541,0.001,-0.404
'[23:16:38.800 09/02/1989]',0.082,111.082,0.001,-0.411
'[23:16:38.804 09/02/1989]',0.094,110.853,0.001,-0.406
'[23:16:38.808 09/02/1989]',0.092,110.164,0.002,-0.418
'[23:16:38.812 09/02/1989]',0.102,109.705,0.004,-0.409
'[23:16:38.816 09/02/1989]',0.114,109.246,0.004,-0.418
'[23:16:38.820 09/02/1989]',0.130,109.246,0.006,-0.413
'[23:16:38.824 09/02/1989]',0.144,108.328,0.005,-0.413
'[23:16:38.828 09/02/1989]',0.160,108.557,0.007,-0.418
'[23:16:38.832 09/02/1989]',0.160,107.639,0.008,-0.409
'[23:16:38.836 09/02/1989]',0.154,107.410,0.008,-0.411
'[23:16:38.840 09/02/1989]',0.158,106.721,0.009,-0.411
'[23:16:38.844 09/02/1989]',0.186,106.033,0.011,-0.406
'[23:16:38.848 09/02/1989]',0.202,105.574,0.008,-0.404
'[23:16:38.852 09/02/1989]',0.202,105.115,0.008,-0.416
'[23:16:38.856 09/02/1989]',0.224,104.885,0.008,-0.401
'[23:16:38.860 09/02/1989]',0.208,104.656,0.007,-0.406
'[23:16:38.864 09/02/1989]',0.200,103.738,0.008,-0.409
'[23:16:38.868 09/02/1989]',0.174,103.738,0.005,-0.397
'[23:16:38.872 09/02/1989]',0.184,103.279,0.004,-0.397
'[23:16:38.876 09/02/1989]',0.162,103.279,-0.000,-0.397
'[23:16:38.880 09/02/1989]',0.144,102.590,-0.002,-0.399
'[23:16:38.884 09/02/1989]',0.134,102.590,-0.002,-0.399
'[23:16:38.888 09/02/1989]',0.102,102.820,-0.004,-0.399
'[23:16:38.892 09/02/1989]',0.056,101.902,-0.002,-0.399
'[23:16:38.896 09/02/1989]',0.048,101.902,-0.002,-0.394
'[23:16:38.900 09/02/1989]',0.028,101.902,-0.001,-0.401
'[23:16:38.904 09/02/1989]',0.032,101.902,-0.001,-0.394
'[23:16:38.908 09/02/1989]',0.016,101.672,-0.002,-0.406
'[23:16:38.912 09/02/1989]',0.016,101.443,-0.000,-0.392
'[23:16:38.916 09/02/1989]',0.016,101.443,0.002,-0.401
'[23:16:38.920 09/02/1989]',0.016,101.443,-0.000,-0.399
'[23:16:38.924 09/02/1989]',0.016,100.295,0.003,-0.399
'[23:16:38.928 09/02/1989]',0.028,100.984,0.005,-0.397
'[23:16:38.932 09/02/1989]',0.020,100.754,0.004,-0.387
'[23:16:38.936 09/02/1989]',0.012,100.066,0.005,-0.390
'[23:16:38.940 09/02/1989]',0.024,100.525,0.006,-0.390
'[23:16:38.944 09/02/1989]',0.020,100.066,0.006,-0.390
'[23:16:38.948 09/02/1989]',0.020,99.836,0.005,-0.385
'[23:16:38.952 09/02/1989]',0.020,99.377,0.003,-0.378
'[23:16:38.956 09/02/1989]',0.024,99.377,0.004,-0.375
'[23:16:38.960 09/02/1989]',0.016,98.918,0.004,-0.380
'[23:16:38.964 09/02/1989]',0.028,98.230,0.002,-0.375
'[23:16:38.968 09/02/1989]',0.006,98.230,-0.000,-0.373
'[23:16:38.972 09/02/1989]',0.002,98.459,-0.000,-0.380
'[23:16:38.976 09/02/1989]',-0.024,98.459,-0.004,-0.373
'[23:16:38.980 09/02/1989]',-0.070,98.230,-0.003,-0.382
'[23:16:38.984 09/02/1989]',-0.108,98.689,-0.005,-0.380
'[23:16:38.988 09/02/1989]',-0.102,98.230,-0.005,-0.371
'[23:16:38.992 09/02/1989]',-0.024,98.230,-0.007,-0.371
'[23:16:38.996 09/02/1989]',0.264,98.230,-0.007,-0.371
'[23:16:39.000 09/02/1989]',0.624,97.541,-0.006,-0.361
'[23:16:39.004 09/02/1989]',1.044,98.230,-0.007,-0.378
'[23:16:39.008 09/02/1989]',1.280,98.230,-0.005,-0.368
'[23:16:39.012 09/02/1989]',1.532,98.918,-0.005,-0.378
'[23:16:39.016 09/02/1989]',1.384,98.459,-0.002,-0.368
'[23:16:39.020 09/02/1989]',1.072,98.459,-0.004,-0.371
'[23:16:39.024 09/02/1989]',0.796,98.230,0.000,-0.368
'[23:16:39.028 09/02/1989]',0.330,97.771,0.000,-0.361
'[23:16:39.032 09/02/1989]',-0.032,97.312,0.002,-0.361
'[23:16:39.036 09/02/1989]',-0.324,98.230,0.000,-0.366
'[23:16:39.040 09/02/1989]',-0.598,98.230,0.003,-0.352
'[23:16:39.044 09/02/1989]',-0.732,97.771,0.002,-0.363
'[23:16:39.048 09/02/1989]',-0.654,96.853,0.005,-0.359
'[23:16:39.052 09/02/1989]',-0.440,97.312,0.005,-0.356
'[23:16:39.056 09/02/1989]',-0.250,97.082,0.007,-0.366
'[23:16:39.060 09/02/1989]',-0.140,96.853,0.007,-0.349
'[23:16:39.064 09/02/1989]',-0.108,96.394,0.006,-0.356
'[23:16:39.068 09/02/1989]',-0.100,96.164,0.005,-0.349
'[23:16:39.072 09/02/1989]',-0.086,95.705,0.008,-0.342
'[23:16:39.076 09/02/1989]',-0.088,95.705,0.008,-0.342
'[23:16:39.080 09/02/1989]',-0.076,95.475,0.009,-0.352
'[23:16:39.084 09/02/1989]',-0.076,95.475,0.009,-0.349
'[23:16:39.088 09/02/1989]',-0.064,95.475,0.005,-0.352
'[23:16:39.092 09/02/1989]',-0.066,96.164,0.004,-0.342
'[23:16:39.096 09/02/1989]',-0.056,95.934,0.001,-0.352
'[23:16:39.100 09/02/1989]',-0.048,95.475,-0.002,-0.356
'[23:16:39.104 09/02/1989]',-0.034,95.705,-0.004,-0.352
'[23:16:39.108 09/02/1989]',-0.038,95.934,-0.006,-0.352
'[23:16:39.112 09/02/1989]',-0.030,95.705,-0.007,-0.352
'[23:16:39.116 09/02/1989]',-0.030,95.246,-0.006,-0.347
'[23:16:39.120 09/02/1989]',-0.022,94.557,-0.006,-0.352
'[23:16:39.124 09/02/1989]',-0.016,93.869,-0.001,-0.342
'[23:16:39.128 09/02/1989]',-0.012,94.328,-0.002,-0.344
'[23:16:39.132 09/02/1989]',-0.016,94.328,0.000,-0.349
'[23:16:39.136 09/02/1989]',-0.014,93.639,0.003,-0.352
'[23:16:39.140 09/02/1989]',-0.014,93.639,0.005,-0.344
'[23:16:39.144 09/02/1989]',-0.006,92.951,0.006,-0.344
'[23:16:39.148 09/02/1989]',-0.002,92.721,0.007,-0.337
'[23:16:39.152 09/02/1989]',-0.006,92.721,0.007,-0.344
'[23:16:39.156 09/02/1989]',0.008,92.492,0.007,-0.333
'[23:16:39.160 09/02/1989]',0.006,92.721,0.005,-0.340
'[23:16:39.164 09/02/1989]',0.008,92.721,0.005,-0.325
'[23:16:39.168 09/02/1989]',0.014,92.721,0.005,-0.333
'[23:16:39.172 09/02/1989]',0.018,93.639,0.005,-0.323
'[23:16:39.176 09/02/1989]',0.012,93.639,0.006,-0.325
'[23:16:39.180 09/02/1989]',0.024,94.787,0.005,-0.318
'[23:16:39.184 09/02/1989]',0.016,97.082,0.007,-0.323
'[23:16:39.188 09/02/1989]',0.034,99.607,0.008,-0.323
'[23:16:39.192 09/02/1989]',0.024,102.131,0.008,-0.318
'[23:16:39.196 09/02/1989]',0.040,104.656,0.007,-0.318
'[23:16:39.200 09/02/1989]',0.040,109.246,0.006,-0.321
'[23:16:39.204 09/02/1989]',0.046,114.066,0.004,-0.321
'[23:16:39.208 09/02/1989]',0.052,118.426,0.008,-0.318
'[23:16:39.212 09/02/1989]',0.048,123.935,0.008,-0.333
'[23:16:39.216 09/02/1989]',0.048,129.213,0.011,-0.328
'[23:16:39.220 09/02/1989]',0.062,134.951,0.010,-0.333
'[23:16:39.224 09/02/1989]',0.064,140.459,0.013,-0.325
'[23:16:39.228 09/02/1989]',0.082,145.508,0.011,-0.328
'[23:16:39.232 09/02/1989]',0.072,150.098,0.013,-0.318
'[23:16:39.236 09/02/1989]',0.084,155.607,0.013,-0.318
'[23:16:39.240 09/02/1989]',0.084,160.885,0.016,-0.316
'[23:16:39.244 09/02/1989]',0.096,166.164,0.016,-0.323
'[23:16:39.248 09/02/1989]',0.096,170.066,0.017,-0.321
'[23:16:39.252 09/02/1989]',0.092,174.426,0.020,-0.328
'[23:16:39.256 09/02/1989]',0.104,177.639,0.022,-0.321
'[23:16:39.260 09/02/1989]',0.102,180.164,0.024,-0.323
'[23:16:39.264 09/02/1989]',0.098,181.771,0.027,-0.316
'[23:16:39.268 09/02/1989]',0.104,184.066,0.026,-0.314
'[23:16:39.272 09/02/1989]',0.114,184.984,0.027,-0.314
'[23:16:39.276 09/02/1989]',0.102,184.984,0.027,-0.314
'[23:16:39.280 09/02/1989]',0.106,184.525,0.025,-0.314
'[23:16:39.284 09/02/1989]',0.108,184.754,0.025,-0.314
'[23:16:39.288 09/02/1989]',0.126,184.525,0.022,-0.311
'[23:16:39.292 09/02/1989]',0.116,183.607,0.019,-0.314
'[23:16:39.296 09/02/1989]',0.122,181.771,0.016,-0.304
'[23:16:39.300 09/02/1989]',0.128,180.853,0.013,-0.304
'[23:16:39.304 09/02/1989]',0.128,180.164,0.011,-0.304
'[23:16:39.308 09/02/1989]',0.120,179.017,0.011,-0.311
'[23:16:39.312 09/02/1989]',0.142,177.180,0.006,-0.306
'[23:16:39.316 09/02/1989]',0.152,176.262,0.008,-0.304
'[23:16:39.320 09/02/1989]',0.144,174.656,0.005,-0.304
'[23:16:39.324 09/02/1989]',0.152,173.279,0.005,-0.304
'[23:16:39.328 09/02/1989]',0.158,172.131,0.005,-0.295
'[23:16:39.332 09/02/1989]',0.152,171.213,0.002,-0.304
'[23:16:39.336 09/02/1989]',0.150,170.295,-0.001,-0.297
'[23:16:39.340 09/02/1989]',0.144,169.836,-0.003,-0.299
'[23:16:39.344 09/02/1989]',0.146,168.689,-0.000,-0.304
'[23:16:39.348 09/02/1989]',0.134,167.082,-0.002,-0.292
'[23:16:39.352 09/02/1989]',0.134,167.082,0.001,-0.290
'[23:16:39.356 09/02/1989]',0.128,166.394,-0.000,-0.285
